AE000041196,20200112,PRCP,239,D,,S,
AE000041196,20200112,TAVG,166,H,,S,
AEM00041194,20200112,PRCP,343,,,S,
AEM00041194,20200112,TAVG,185,H,,S,
AEM00041217,20200112,TMIN,146,,,S,
AEM00041217,20200112,TAVG,177,H,,S,
AEM00041218,20200112,TMIN,107,,,S,
AEM00041218,20200112,TAVG,128,H,,S,
AFM00040938,20200112,PRCP,99,,,S,
AFM00040938,20200112,SNWD,130,,,S,
