AE000041196,20200113,TMIN,99,,,S,
AE000041196,20200113,TAVG,168,H,,S,
AEM00041194,20200113,TMIN,128,,,S,
AEM00041194,20200113,PRCP,109,,,S,
AEM00041194,20200113,TAVG,183,H,,S,
AEM00041217,20200113,TAVG,183,H,,S,
AEM00041218,20200113,TAVG,149,H,,S,
AFM00040938,20200113,PRCP,0,,,S,
AFM00040938,20200113,TAVG,-59,H,,S,
AFM00040948,20200113,TAVG,-1,H,,S,
