AE000041196,20200110,TMIN,179,,,S,
AE000041196,20200110,PRCP,122,D,,S,
AE000041196,20200110,TAVG,195,H,,S,
AEM00041194,20200110,TMIN,183,,,S,
AEM00041194,20200110,PRCP,74,,,S,
AEM00041194,20200110,TAVG,203,H,,S,
AEM00041217,20200110,TMIN,174,,,S,
AEM00041217,20200110,PRCP,109,B,,S,
AEM00041217,20200110,TAVG,200,H,,S,
AEM00041218,20200110,PRCP,140,B,,S,
