AE000041196,20200105,TMIN,165,,,S,
AE000041196,20200105,PRCP,0,D,,S,
AE000041196,20200105,TAVG,237,H,,S,
AEM00041194,20200105,PRCP,0,,,S,
AEM00041194,20200105,TAVG,242,H,,S,
AEM00041217,20200105,TMIN,207,,,S,
AEM00041217,20200105,TAVG,237,H,,S,
AEM00041218,20200105,TMIN,183,,,S,
AEM00041218,20200105,TAVG,223,H,,S,
AFM00040938,20200105,PRCP,51,,,S,
