AE000041196,20200114,TAVG,175,H,,S,
AEM00041194,20200114,PRCP,0,,,S,
AEM00041194,20200114,TAVG,184,H,,S,
AEM00041217,20200114,TAVG,173,H,,S,
AEM00041218,20200114,TMIN,115,,,S,
AEM00041218,20200114,TAVG,148,H,,S,
AFM00040938,20200114,TAVG,-67,H,,S,
AFM00040948,20200114,TAVG,-31,H,,S,
AFM00040990,20200114,TMAX,52,,,S,
AFM00040990,20200114,TMIN,-6,,,S,
