AE000041196,20200103,TMIN,154,,,S,
AE000041196,20200103,PRCP,0,D,,S,
AE000041196,20200103,TAVG,212,H,,S,
AEM00041194,20200103,TMIN,196,,,S,
AEM00041194,20200103,PRCP,0,,,S,
AEM00041194,20200103,TAVG,239,H,,S,
AEM00041217,20200103,TAVG,230,H,,S,
AEM00041218,20200103,TMIN,162,,,S,
AEM00041218,20200103,TAVG,227,H,,S,
AFM00040938,20200103,PRCP,0,,,S,
